--------task_3_2_1/input03_solution.txt--------
Equations without roots
    equation: [-84.0, 0.0, 39.0, 0.0, -6.0];  roots: []
    equation: [-45.0, 0.0, -12.0, 0.0, 80.0];  roots: [1.0984762550078717, -1.0984762550078717]
    equation: [0.0, 0.0, 20.0, 0.0, -38.0];  roots: [1.378404875209022, -1.378404875209022]
    equation: [-80.0, 0.0, 6.0, 0.0, 50.0];  roots: [0.9104714745195681, -0.9104714745195681]
    equation: [7.0, 0.0, 21.0, 0.0, -21.0];  roots: [0.8895436175241326, -0.8895436175241326]
    equation: [14.0, 0.0, -10.0];  roots: [0.8451542547285166, -0.8451542547285166]
    equation: [-28.0, -92.0, -12.0];  roots: [-3.1496445078377846, -0.13606977787650085]
    equation: [57.0, -68.0, 1.0];  roots: [1.1780906826052904, 0.014891773535060469]
    equation: [-6.0, 0.0, 92.0, 0.0, 8.0];  roots: [3.9268056016405164, -3.9268056016405164]
    equation: [30.0, 0.0, 88.0, 0.0, -20.0];  roots: [0.460387997528776, -0.460387997528776]
    equation: [72.0, 0.0, -24.0];  roots: [0.5773502691896257, -0.5773502691896257]
    equation: [13.0, 36.0, 0.0];  roots: [0.0, -2.769230769230769]
    equation: [-88.0, 0.0, 56.0, 0.0, 48.0];  roots: [1.0594124875470565, -1.0594124875470565]
    equation: [-28.0, 0.0, -25.0, 0.0, 30.0];  roots: [0.825128306130396, -0.825128306130396]
    equation: [-42.0, 4.0, 60.0];  roots: [-1.1485577797219495, 1.2437958749600448]
    equation: [6.0, 57.0, -24.0];  roots: [0.4038820320220757, -9.903882032022075]
    equation: [-8.0, 6.0, 0.0];  roots: [-0.0, 0.75]
    equation: [-9.0, 4.0, 0.0];  roots: [-0.0, 0.4444444444444444]
    equation: [-15.0, 54.0, -48.0];  roots: [1.6, 2.0]
    equation: [24.0, -72.0, -38.0];  roots: [3.457890020745122, -0.4578900207451217]
    equation: [9.0, -8.0, -16.0];  roots: [1.8499011822970577, -0.9610122934081686]
    equation: [-15.0, 42.0, 28.0];  roots: [-0.5561867668161613, 3.3561867668161613]
    equation: [22.0, 0.0, 54.0, 0.0, -13.0];  roots: [0.46996443986114433, -0.46996443986114433]
    equation: [23.0, 18.0, -12.0];  roots: [0.4301932012039646, -1.2128018968561385]
    equation: [-24.0, -56.0, 40.0];  roots: [-2.906717751485092, 0.5733844181517584]
    equation: [10.0, 0.0, 21.0, 0.0, -12.0];  roots: [0.6836659202778443, -0.6836659202778443]
    equation: [-12.0, 0.0, 18.0, 0.0, 56.0];  roots: [1.7426236318652901, -1.7426236318652901]
    equation: [2.0, 0.0, 12.0, 0.0, -9.0];  roots: [0.8211179051602561, -0.8211179051602561]
    equation: [0.0, 0.0, -27.0, 0.0, 42.0];  roots: [-1.247219128924647, 1.247219128924647]
    equation: [-45.0, 0.0, 75.0, 0.0, 27.0];  roots: [1.403947961188401, -1.403947961188401]
    equation: [6.0, 0.0, 0.0, 0.0, -39.0];  roots: [1.5967184337873703, -1.5967184337873703]
    equation: [69.0, 0.0, -30.0, 0.0, -80.0];  roots: [1.1471184961253484, -1.1471184961253484]
    equation: [-3.0, 4.0, 14.0];  roots: [-1.5941099943750894, 2.927443327708423]
    equation: [52.0, -51.0, -40.0];  roots: [1.4952268120685954, -0.5144575812993646]
    equation: [24.0, -12.0, 0.0];  roots: [0.5, 0.0]
    equation: [-15.0, -42.0, 0.0];  roots: [-2.8, -0.0]
    equation: [60.0, 0.0, -8.0];  roots: [0.36514837167011077, -0.36514837167011077]
    equation: [4.0, 0.0, 42.0, 0.0, -84.0];  roots: [1.3109843371997916, -1.3109843371997916]
    equation: [0.0, 0.0, -50.0, 0.0, 60.0];  roots: [-1.0954451150103324, 1.0954451150103324]
    equation: [84.0, 72.0, 7.0];  roots: [-0.11180631677023642, -0.7453365403726208]
    equation: [20.0, -57.0, -60.0];  roots: [3.6679054817356884, -0.8179054817356881]
    equation: [-12.0, 0.0, 0.0, 0.0, 64.0];  roots: [1.519671371303185, -1.519671371303185]
    equation: [-27.0, 0.0, -22.0, 0.0, 13.0];  roots: [0.630272162917072, -0.630272162917072]
    equation: [30.0, -8.0, -15.0];  roots: [0.8529011048307634, -0.5862344381640967]
    equation: [38.0, 0.0, -46.0];  roots: [1.1002392084403618, -1.1002392084403618]
    equation: [30.0, 20.0, 0.0];  roots: [0.0, -0.6666666666666666]
    equation: [42.0, -23.0, -15.0];  roots: [0.9311636996323106, -0.383544652013263]
    equation: [-72.0, 76.0, -4.0];  roots: [0.05555555555555555, 1.0]
    equation: [-28.0, 14.0, 16.0];  roots: [-0.5461963146288555, 1.0461963146288555]
    equation: [-76.0, 0.0, 34.0];  roots: [-0.6688560540599386, 0.6688560540599386]
    equation: [-28.0, 0.0, -24.0, 0.0, 96.0];  roots: [1.2132680009938959, -1.2132680009938959]
    equation: [-64.0, 0.0, 0.0, 0.0, 24.0];  roots: [0.7825422900366437, -0.7825422900366437]
    equation: [-16.0, 54.0, 0.0];  roots: [-0.0, 3.375]
    equation: [24.0, 24.0, 0.0];  roots: [0.0, -1.0]
    equation: [19.0, 10.0, 0.0];  roots: [0.0, -0.5263157894736842]
    equation: [18.0, 4.0, 0.0];  roots: [0.0, -0.2222222222222222]
    equation: [24.0, 48.0, -46.0];  roots: [0.707825127659933, -2.7078251276599326]
    equation: [10.0, -52.0, -6.0];  roots: [5.312931993250108, -0.11293199325010725]
    equation: [-15.0, 0.0, -23.0, 0.0, 4.0];  roots: [0.3971082659982495, -0.3971082659982495]
    equation: [-18.0, 0.0, -42.0, 0.0, 44.0];  roots: [0.8855036147789597, -0.8855036147789597]
    equation: [-34.0, -4.0, 20.0];  roots: [-0.8280409900365895, 0.71039393121306]
    equation: [15.0, 4.0, -8.0];  roots: [0.6090352483773362, -0.8757019150440029]
    equation: [-12.0, 48.0, 17.0];  roots: [-0.32737334062815676, 4.3273733406281565]
    equation: [-64.0, -4.0, 30.0];  roots: [-0.7166160062331659, 0.6541160062331659]
    equation: [24.0, -10.0, -14.0];  roots: [1.0, -0.5833333333333334]
    equation: [92.0, 10.0, -56.0];  roots: [0.727732309432602, -0.8364279616065151]
    equation: [-80.0, -34.0, 0.0];  roots: [-0.425, -0.0]
    equation: [-33.0, -72.0, 36.0];  roots: [-2.601204338712377, 0.41938615689419534]
    equation: [-6.0, 3.0, 36.0];  roots: [-2.2122144504490264, 2.7122144504490264]
    equation: [-75.0, 0.0, 10.0];  roots: [-0.36514837167011077, 0.36514837167011077]
    equation: [-46.0, 57.0, 4.0];  roots: [-0.06659626530811434, 1.3057267000907231]
    equation: [-10.0, -60.0, -6.0];  roots: [-5.898275349237887, -0.10172465076211239]
    equation: [-8.0, -96.0, -44.0];  roots: [-11.52268050859363, -0.4773194914063694]
    equation: [24.0, -42.0, -88.0];  roots: [2.980300849443297, -1.2303008494432968]
    equation: [-39.0, -69.0, -10.0];  roots: [-1.6099664184520839, -0.15926435077868534]
    equation: [0.0, 0.0, 22.0, 0.0, -54.0];  roots: [1.5666989036012806, -1.5666989036012806]
    equation: [16.0, 0.0, -9.0];  roots: [0.75, -0.75]
    equation: [-14.0, -50.0, 24.0];  roots: [-4.0, 0.42857142857142855]
    equation: [-36.0, 15.0, 5.0];  roots: [-0.21862294858164993, 0.6352896152483166]
    equation: [-8.0, -42.0, 2.0];  roots: [-5.297194790803994, 0.04719479080399358]
    equation: [0.0, 0.0, -76.0, 0.0, 10.0];  roots: [-0.36273812505500586, 0.36273812505500586]
    equation: [-32.0, 0.0, 12.0, 0.0, 80.0];  roots: [1.3340604935148648, -1.3340604935148648]
    equation: [10.0, 0.0, 4.0, 0.0, -48.0];  roots: [1.4142135623730951, -1.4142135623730951]
    equation: [-33.0, 92.0, 0.0];  roots: [-0.0, 2.787878787878788]
    equation: [-9.0, 0.0, 3.0, 0.0, 36.0];  roots: [1.4743130930929775, -1.4743130930929775]
    equation: [0.0, 0.0, 60.0, 0.0, -4.0];  roots: [0.25819888974716115, -0.25819888974716115]
    equation: [-18.0, 0.0, 26.0, 0.0, 48.0];  roots: [1.5836020361465748, -1.5836020361465748]
    equation: [-64.0, 5.0, 63.0];  roots: [-0.9538629145736476, 1.0319879145736475]
    equation: [-36.0, 72.0, 0.0];  roots: [-0.0, 2.0]
    equation: [75.0, 19.0, -28.0];  roots: [0.49733475783313186, -0.7506680911664652]
    equation: [28.0, 0.0, 0.0, 0.0, -3.0];  roots: [0.5721248424548514, -0.5721248424548514]
    equation: [18.0, 72.0, -2.0];  roots: [0.027587510099406545, -4.027587510099407]
    equation: [42.0, 0.0, -9.0];  roots: [0.46291004988627577, -0.46291004988627577]
    equation: [100.0, -9.0, 0.0];  roots: [0.09, 0.0]
    equation: [17.0, 0.0, -63.0, 0.0, -4.0];  roots: [1.9412167244272018, -1.9412167244272018]
    equation: [48.0, 30.0, 0.0];  roots: [0.0, -0.625]
    equation: [48.0, -50.0, -38.0];  roots: [1.5518202526382183, -0.5101535859715519]
    equation: [-48.0, 0.0, 4.0];  roots: [-0.28867513459481287, 0.28867513459481287]
    equation: [-4.0, 18.0, 8.0];  roots: [-0.4075364531836625, 4.9075364531836625]
    equation: [-28.0, 0.0, 44.0];  roots: [-1.2535663410560176, 1.2535663410560176]
    equation: [8.0, -68.0, -20.0];  roots: [8.784589286804263, -0.28458928680426343]
    equation: [-6.0, 0.0, -14.0, 0.0, 4.0];  roots: [0.5072809453871905, -0.5072809453871905]
    equation: [20.0, 0.0, 0.0, 0.0, -46.0];  roots: [1.231493032383988, -1.231493032383988]
    equation: [-46.0, 0.0, 23.0];  roots: [-0.7071067811865476, 0.7071067811865476]
    equation: [0.0, 0.0, -16.0, 0.0, 32.0];  roots: [-1.4142135623730951, 1.4142135623730951]
    equation: [0.0, 0.0, 12.0, 0.0, -12.0];  roots: [1.0, -1.0]
    equation: [-18.0, 0.0, 60.0, 0.0, 19.0];  roots: [1.9038268533172307, -1.9038268533172307]
    equation: [-6.0, 0.0, 2.0];  roots: [-0.5773502691896257, 0.5773502691896257]
    equation: [76.0, 0.0, -36.0];  roots: [0.6882472016116853, -0.6882472016116853]
    equation: [-18.0, -60.0, 63.0];  roots: [-4.172216063062152, 0.8388827297288179]
    equation: [-16.0, 80.0, 44.0];  roots: [-0.5, 5.5]
    equation: [-68.0, 10.0, 0.0];  roots: [-0.0, 0.14705882352941177]
    equation: [-17.0, 8.0, 0.0];  roots: [-0.0, 0.47058823529411764]
    equation: [26.0, 80.0, -23.0];  roots: [0.26472433380477567, -3.341647410727852]
    equation: [-30.0, 0.0, 23.0];  roots: [-0.8755950357709132, 0.8755950357709132]
    equation: [25.0, 0.0, 0.0, 0.0, -36.0];  roots: [1.0954451150103321, -1.0954451150103321]
    equation: [-2.0, 0.0, -24.0, 0.0, 48.0];  roots: [1.3213503291764959, -1.3213503291764959]
    equation: [-36.0, -9.0, 0.0];  roots: [-0.25, -0.0]
    equation: [92.0, 48.0, -32.0];  roots: [0.38401725974744894, -0.9057563901822315]
    equation: [-36.0, 40.0, 0.0];  roots: [-0.0, 1.1111111111111112]
    equation: [18.0, 0.0, 22.0, 0.0, -15.0];  roots: [0.6981610739525017, -0.6981610739525017]
    equation: [-15.0, 0.0, -36.0, 0.0, 17.0];  roots: [0.6357367815394424, -0.6357367815394424]
    equation: [72.0, 0.0, -1.0, 0.0, -24.0];  roots: [0.7644190450701729, -0.7644190450701729]
    equation: [-3.0, 30.0, -32.0];  roots: [1.2140611027998176, 8.785938897200182]
    equation: [-36.0, -16.0, 28.0];  roots: [-1.1317058635413835, 0.6872614190969389]
    equation: [28.0, 64.0, 20.0];  roots: [-0.3735478846950709, -1.912166401019215]
    equation: [0.0, 0.0, -36.0, 0.0, 92.0];  roots: [-1.5986105077709065, 1.5986105077709065]
    equation: [30.0, 0.0, 5.0, 0.0, -48.0];  roots: [1.0882645778120446, -1.0882645778120446]
    equation: [44.0, 0.0, -12.0, 0.0, -16.0];  roots: [0.8686842325330943, -0.8686842325330943]
    equation: [14.0, -34.0, -3.0];  roots: [2.513814671332875, -0.08524324276144668]
    equation: [-60.0, 36.0, 2.0];  roots: [-0.05118845842842461, 0.6511884584284247]
    equation: [-20.0, -13.0, 0.0];  roots: [-0.65, -0.0]
    equation: [-19.0, -24.0, 0.0];  roots: [-1.263157894736842, -0.0]
    equation: [-64.0, -54.0, 0.0];  roots: [-0.84375, -0.0]
    equation: [64.0, 96.0, -69.0];  roots: [0.5308688457449497, -2.0308688457449495]
    equation: [7.0, -40.0, 14.0];  roots: [5.339735313854681, 0.3745504004310334]
    equation: [6.0, -72.0, 0.0];  roots: [12.0, 0.0]
    equation: [9.0, 0.0, -42.0];  roots: [2.160246899469287, -2.160246899469287]
    equation: [3.0, -22.0, -4.0];  roots: [7.510854198223599, -0.17752086489026553]
    equation: [9.0, 16.0, 0.0];  roots: [0.0, -1.7777777777777777]
    equation: [16.0, 0.0, -56.0, 0.0, -18.0];  roots: [1.948419408897405, -1.948419408897405]
    equation: [-20.0, 0.0, 0.0, 0.0, 26.0];  roots: [1.0677899723724407, -1.0677899723724407]
    equation: [34.0, 19.0, -3.0];  roots: [0.1283948418782955, -0.6872183712900602]
    equation: [-20.0, -32.0, 0.0];  roots: [-1.6, -0.0]
    equation: [0.0, 0.0, 20.0, 0.0, -64.0];  roots: [1.788854381999832, -1.788854381999832]
    equation: [12.0, -15.0, 0.0];  roots: [1.25, 0.0]
    equation: [-92.0, 23.0, 0.0];  roots: [-0.0, 0.25]
    equation: [-57.0, 0.0, -14.0, 0.0, 66.0];  roots: [0.9799149384513157, -0.9799149384513157]
    equation: [92.0, 0.0, 7.0, 0.0, -15.0];  roots: [0.606243479692514, -0.606243479692514]
    equation: [12.0, -92.0, 0.0];  roots: [7.666666666666667, 0.0]
    equation: [-15.0, -9.0, 96.0];  roots: [-2.8475478405713996, 2.2475478405713996]
    equation: [8.0, 0.0, 75.0, 0.0, -14.0];  roots: [0.42789128865256587, -0.42789128865256587]
    equation: [-2.0, 0.0, 92.0, 0.0, 8.0];  roots: [6.788725415070961, -6.788725415070961]
    equation: [36.0, 0.0, 30.0, 0.0, -38.0];  roots: [0.8318721203631637, -0.8318721203631637]
    equation: [-8.0, 4.0, 20.0];  roots: [-1.3507810593582121, 1.8507810593582121]
    equation: [3.0, 16.0, 6.0];  roots: [-0.4058900056249106, -4.927443327708423]
    equation: [-33.0, 92.0, 30.0];  roots: [-0.2948939143142756, 3.082772702193063]
    equation: [3.0, 0.0, -20.0, 0.0, -1.0];  roots: [2.5915819856535647, -2.5915819856535647]
    equation: [-24.0, 0.0, -45.0, 0.0, 60.0];  roots: [0.9490416988897763, -0.9490416988897763]
    equation: [4.0, 0.0, 17.0, 0.0, -4.0];  roots: [0.4727967623694053, -0.4727967623694053]
    equation: [6.0, 0.0, -42.0, 0.0, -50.0];  roots: [2.8349401868361763, -2.8349401868361763]
    equation: [1.0, 56.0, -24.0];  roots: [0.4253408071037903, -56.425340807103794]
    equation: [45.0, 7.0, 0.0];  roots: [0.0, -0.15555555555555556]
    equation: [-33.0, -39.0, 16.0];  roots: [-1.504157161570887, 0.32233897975270526]
    equation: [-7.0, 0.0, -72.0, 0.0, 7.0];  roots: [0.3103550137191963, -0.3103550137191963]
    equation: [-75.0, 38.0, 40.0];  roots: [-0.5196550955005731, 1.0263217621672398]
    equation: [16.0, -12.0, 0.0];  roots: [0.75, 0.0]
    equation: [-20.0, -3.0, 0.0];  roots: [-0.15, -0.0]
    equation: [-16.0, 0.0, 0.0, 0.0, 23.0];  roots: [1.094969351547421, -1.094969351547421]
    equation: [-72.0, -80.0, 21.0];  roots: [-1.3303514267211862, 0.21924031561007518]
    equation: [-32.0, -2.0, 13.0];  roots: [-0.6693930580206918, 0.6068930580206918]
    equation: [54.0, 0.0, 20.0, 0.0, -16.0];  roots: [0.6243270361033795, -0.6243270361033795]
    equation: [0.0, 0.0, -36.0, 0.0, 68.0];  roots: [-1.3743685418725535, 1.3743685418725535]
    equation: [-2.0, -51.0, -2.0];  roots: [-25.46072381888616, -0.03927618111383957]
    equation: [-76.0, 56.0, 30.0];  roots: [-0.35991328963673935, 1.0967553948998972]
    equation: [-12.0, 88.0, 21.0];  roots: [-0.23133852117550013, 7.564671854508833]
    equation: [-12.0, 0.0, 21.0, 0.0, 16.0];  roots: [1.5243943783984542, -1.5243943783984542]
    equation: [12.0, 0.0, -6.0, 0.0, -15.0];  roots: [1.1813737443074313, -1.1813737443074313]
    equation: [33.0, 21.0, 0.0];  roots: [0.0, -0.6363636363636364]
    equation: [4.0, 0.0, -60.0, 0.0, -84.0];  roots: [4.03598784879532, -4.03598784879532]
    equation: [1.0, 6.0, 0.0];  roots: [0.0, -6.0]
    equation: [-88.0, 0.0, -11.0, 0.0, 25.0];  roots: [0.6885881699046632, -0.6885881699046632]
    equation: [-16.0, 0.0, 21.0, 0.0, 60.0];  roots: [1.6434467516075624, -1.6434467516075624]
    equation: [30.0, 0.0, 1.0, 0.0, -42.0];  roots: [1.0801234497346435, -1.0801234497346435]
    equation: [24.0, 0.0, 0.0, 0.0, -12.0];  roots: [0.8408964152537145, -0.8408964152537145]
    equation: [-8.0, -36.0, 0.0];  roots: [-4.5, -0.0]
    equation: [-28.0, -40.0, 20.0];  roots: [-1.8208523846306905, 0.392280956059262]
    equation: [-28.0, 42.0, -13.0];  roots: [0.4366084147359956, 1.0633915852640043]
    equation: [-24.0, -60.0, 24.0];  roots: [-2.850781059358212, 0.35078105935821213]
    equation: [-24.0, -22.0, 18.0];  roots: [-1.4381646680254037, 0.5214980013587373]
    equation: [-52.0, 0.0, -57.0, 0.0, 28.0];  roots: [0.6064738608122086, -0.6064738608122086]
    equation: [28.0, -15.0, -96.0];  roots: [2.1387710579133703, -1.6030567721990845]
    equation: [-16.0, 1.0, 17.0];  roots: [-1.0, 1.0625]
    equation: [-80.0, 30.0, 0.0];  roots: [-0.0, 0.375]
    equation: [30.0, -10.0, 0.0];  roots: [0.3333333333333333, 0.0]
    equation: [0.0, 0.0, 30.0, 0.0, -2.0];  roots: [0.25819888974716115, -0.25819888974716115]
    equation: [16.0, 0.0, -17.0, 0.0, -32.0];  roots: [1.42896955728909, -1.42896955728909]
    equation: [22.0, 0.0, 56.0, 0.0, -64.0];  roots: [0.9248783616061113, -0.9248783616061113]
    equation: [24.0, 0.0, -72.0, 0.0, -64.0];  roots: [1.9280445489169449, -1.9280445489169449]
    equation: [-22.0, 0.0, 18.0, 0.0, 84.0];  roots: [1.550958391564207, -1.550958391564207]
    equation: [44.0, 0.0, -76.0, 0.0, -50.0];  roots: [1.4951858587050328, -1.4951858587050328]
    equation: [92.0, 0.0, 80.0, 0.0, -80.0];  roots: [0.7707793665137979, -0.7707793665137979]
    equation: [-3.0, 0.0, -8.0, 0.0, 66.0];  roots: [1.8822627197363455, -1.8822627197363455]
    equation: [0.0, 0.0, -44.0, 0.0, 6.0];  roots: [-0.3692744729379982, 0.3692744729379982]
    equation: [-10.0, 6.0, 3.0];  roots: [-0.32449979983983984, 0.9244997998398399]
    equation: [4.0, -16.0, -88.0];  roots: [7.0990195135927845, -3.0990195135927845]
    equation: [-2.0, -64.0, 42.0];  roots: [-32.643316977093235, 0.6433169770932388]
    equation: [-10.0, 18.0, 0.0];  roots: [-0.0, 1.8]
    equation: [-80.0, 0.0, 18.0, 0.0, 64.0];  roots: [1.0069630016068811, -1.0069630016068811]
    equation: [40.0, 0.0, -69.0, 0.0, -20.0];  roots: [1.4063447128761561, -1.4063447128761561]
    equation: [-75.0, 0.0, 36.0, 0.0, 75.0];  roots: [1.1262312420522684, -1.1262312420522684]
    equation: [45.0, 0.0, 0.0, 0.0, -20.0];  roots: [0.816496580927726, -0.816496580927726]
    equation: [69.0, -46.0, 0.0];  roots: [0.6666666666666666, 0.0]
    equation: [30.0, -24.0, -57.0];  roots: [1.8352700094407324, -1.0352700094407323]
    equation: [-42.0, 0.0, 28.0, 0.0, 20.0];  roots: [1.048660754518899, -1.048660754518899]
    equation: [30.0, 0.0, 52.0, 0.0, -21.0];  roots: [0.5813381689167761, -0.5813381689167761]
    equation: [-92.0, 0.0, 0.0, 0.0, 11.0];  roots: [0.5880323438417842, -0.5880323438417842]
    equation: [36.0, 0.0, -36.0, 0.0, -19.0];  roots: [1.1755497027723656, -1.1755497027723656]
    equation: [3.0, 0.0, -3.0, 0.0, -12.0];  roots: [1.600485180440241, -1.600485180440241]
    equation: [0.0, 0.0, -6.0, 0.0, 80.0];  roots: [-3.6514837167011076, 3.6514837167011076]
    equation: [-12.0, 14.0, 48.0];  roots: [-1.5, 2.6666666666666665]
    equation: [-6.0, -4.0, 0.0];  roots: [-0.6666666666666666, -0.0]
    equation: [60.0, 0.0, 28.0, 0.0, -38.0];  roots: [0.7720041150419138, -0.7720041150419138]
    equation: [16.0, 0.0, -21.0, 0.0, -42.0];  roots: [1.5505791769104778, -1.5505791769104778]
    equation: [-64.0, -2.0, 44.0];  roots: [-0.8449284068572249, 0.8136784068572249]
    equation: [10.0, -56.0, 0.0];  roots: [5.6, 0.0]
    equation: [36.0, -80.0, 22.0];  roots: [1.9007039113084387, 0.3215183109137836]
    equation: [8.0, -23.0, 16.0];  roots: [1.6951941016011038, 1.1798058983988962]
    equation: [-50.0, 0.0, 36.0, 0.0, 42.0];  roots: [1.1596045403530006, -1.1596045403530006]
    equation: [0.0, 0.0, -72.0, 0.0, 20.0];  roots: [-0.5270462766947299, 0.5270462766947299]
    equation: [-18.0, -34.0, -6.0];  roots: [-1.6918680026152062, -0.19702088627368278]
    equation: [8.0, 45.0, 0.0];  roots: [0.0, -5.625]
    equation: [0.0, 0.0, 19.0, 0.0, -39.0];  roots: [1.4327007988227578, -1.4327007988227578]
    equation: [0.0, 0.0, 6.0, 0.0, -15.0];  roots: [1.5811388300841898, -1.5811388300841898]
    equation: [63.0, -2.0, -15.0];  roots: [0.5040811587057047, -0.472335126959673]
    equation: [-16.0, -24.0, 0.0];  roots: [-1.5, -0.0]
    equation: [19.0, 0.0, -96.0, 0.0, -24.0];  roots: [2.3002940561023335, -2.3002940561023335]
    equation: [0.0, 0.0, -6.0, 0.0, 4.0];  roots: [-0.8164965809277259, 0.8164965809277259]
    equation: [66.0, -28.0, -3.0];  roots: [0.5128702006254425, -0.0886277763830183]
    equation: [3.0, 21.0, 0.0];  roots: [0.0, -7.0]
    equation: [0.0, 0.0, -22.0, 0.0, 21.0];  roots: [-0.9770084209183945, 0.9770084209183945]
    equation: [-30.0, 15.0, 52.0];  roots: [-1.0900870618483463, 1.5900870618483463]
    equation: [28.0, -72.0, 0.0];  roots: [2.5714285714285716, 0.0]
    equation: [-36.0, 0.0, 2.0, 0.0, 44.0];  roots: [1.0647386021772454, -1.0647386021772454]
    equation: [16.0, 25.0, -51.0];  roots: [1.167557728458608, -2.730057728458608]
    equation: [-15.0, 10.0, 3.0];  roots: [-0.2244400176893837, 0.8911066843560503]
    equation: [-48.0, 0.0, 27.0];  roots: [-0.75, 0.75]
    equation: [-14.0, 48.0, 0.0];  roots: [-0.0, 3.4285714285714284]
    equation: [-56.0, -9.0, 0.0];  roots: [-0.16071428571428573, -0.0]
    equation: [1.0, 0.0, -21.0, 0.0, -17.0];  roots: [4.666959842625441, -4.666959842625441]
    equation: [-48.0, 0.0, 0.0, 0.0, 42.0];  roots: [0.9671682101338347, -0.9671682101338347]
    equation: [27.0, -12.0, -100.0];  roots: [2.159510641573633, -1.7150661971291883]
    equation: [68.0, 0.0, 6.0, 0.0, -56.0];  roots: [0.9297522943724277, -0.9297522943724277]
    equation: [40.0, 0.0, 96.0, 0.0, -32.0];  roots: [0.544667747080343, -0.544667747080343]
    equation: [-24.0, 44.0, -5.0];  roots: [0.12171733215254532, 1.7116160011807882]
    equation: [-14.0, -24.0, 24.0];  roots: [-2.422064450014761, 0.707778735729046]
    equation: [20.0, 0.0, 0.0, 0.0, -60.0];  roots: [1.3160740129524926, -1.3160740129524926]
    equation: [27.0, 0.0, 0.0, 0.0, -72.0];  roots: [1.2778862084925449, -1.2778862084925449]
    equation: [-44.0, 34.0, 0.0];  roots: [-0.0, 0.7727272727272727]
    equation: [5.0, -48.0, -33.0];  roots: [10.24426303552648, -0.6442630355264797]
    equation: [92.0, -16.0, -14.0];  roots: [0.4866255719750051, -0.31271252849674425]
    equation: [-4.0, 4.0, 0.0];  roots: [-0.0, 1.0]
    equation: [-2.0, 64.0, -88.0];  roots: [1.439780221438964, 30.560219778561034]
    equation: [-9.0, -6.0, 33.0];  roots: [-2.2769839649484336, 1.6103172982817666]
    equation: [-52.0, -22.0, 16.0];  roots: [-0.8052057323243512, 0.3821288092474281]
    equation: [-6.0, -24.0, 75.0];  roots: [-6.06201920231798, 2.0620192023179804]
    equation: [0.0, 0.0, 4.0, 0.0, -4.0];  roots: [1.0, -1.0]
    equation: [26.0, 0.0, 0.0, 0.0, -42.0];  roots: [1.1273765203358126, -1.1273765203358126]
    equation: [-76.0, -3.0, 0.0];  roots: [-0.039473684210526314, -0.0]
    equation: [-8.0, 22.0, 3.0];  roots: [-0.13019932234903697, 2.880199322349037]
    equation: [-32.0, 0.0, 24.0];  roots: [-0.8660254037844386, 0.8660254037844386]
    equation: [-18.0, 12.0, 0.0];  roots: [-0.0, 0.6666666666666666]
    equation: [12.0, 0.0, 0.0, 0.0, -13.0];  roots: [1.0202122326913485, -1.0202122326913485]
    equation: [-24.0, 0.0, 54.0, 0.0, 100.0];  roots: [1.8589587708780686, -1.8589587708780686]
    equation: [-51.0, 0.0, -24.0, 0.0, 13.0];  roots: [0.5672041065471862, -0.5672041065471862]
    equation: [40.0, 0.0, -40.0];  roots: [1.0, -1.0]
    equation: [-24.0, -1.0, 4.0];  roots: [-0.42961285146559547, 0.3879461847989288]
    equation: [-32.0, 0.0, 45.0];  roots: [-1.1858541225631423, 1.1858541225631423]
    equation: [-28.0, -88.0, 36.0];  roots: [-3.509237138035791, 0.36637999517864805]
    equation: [-8.0, 0.0, -17.0, 0.0, 42.0];  roots: [1.209607237452345, -1.209607237452345]
    equation: [-27.0, -24.0, 15.0];  roots: [-1.3122499639896281, 0.42336107510073934]
    equation: [15.0, 24.0, -19.0];  roots: [0.5808210118138654, -2.180821011813866]
    equation: [11.0, 18.0, 0.0];  roots: [0.0, -1.6363636363636365]
    equation: [-8.0, -18.0, 0.0];  roots: [-2.25, -0.0]
    equation: [-20.0, 21.0, 96.0];  roots: [-1.7279147786811646, 2.7779147786811644]
    equation: [26.0, -6.0, -12.0];  roots: [0.804479725660343, -0.5737104948911121]
    equation: [96.0, 0.0, 0.0, 0.0, -3.0];  roots: [0.42044820762685725, -0.42044820762685725]
    equation: [-40.0, 0.0, -45.0, 0.0, 54.0];  roots: [0.8534597740106958, -0.8534597740106958]
    equation: [-44.0, 0.0, 0.0, 0.0, 6.0];  roots: [0.6076795808137692, -0.6076795808137692]
    equation: [68.0, 0.0, -20.0];  roots: [0.5423261445466404, -0.5423261445466404]
    equation: [-28.0, 0.0, 4.0];  roots: [-0.37796447300922725, 0.37796447300922725]
    equation: [-24.0, 12.0, 80.0];  roots: [-1.5927786989579984, 2.0927786989579986]
    equation: [32.0, -7.0, 0.0];  roots: [0.21875, 0.0]
    equation: [-36.0, -38.0, 6.0];  roots: [-1.195022897192462, 0.1394673416369063]
    equation: [-57.0, 0.0, 36.0];  roots: [-0.7947194142390263, 0.7947194142390263]
    equation: [28.0, -22.0, -30.0];  roots: [1.5, -0.7142857142857143]
    equation: [0.0, 0.0, 12.0, 0.0, -5.0];  roots: [0.6454972243679028, -0.6454972243679028]
    equation: [0.0, 0.0, -84.0, 0.0, 66.0];  roots: [-0.8864052604279183, 0.8864052604279183]
    equation: [-25.0, 0.0, -16.0, 0.0, 80.0];  roots: [1.2236219476031343, -1.2236219476031343]
