--------task_3_2/input02_solution.txt--------
Equations without roots
    equation: [-84.0, 0.0, 39.0, 0.0, -6.0];  roots: []
    equation: [0.0, 0.0, -68.0, 0.0, 2.0];  roots: [-0.17149858514250885, 0.17149858514250885]
    equation: [-66.0, 22.0, 0.0];  roots: [-0.0, 0.3333333333333333]
    equation: [24.0, 9.0, 0.0];  roots: [0.0, -0.375]
    equation: [-8.0, 0.0, 0.0, 0.0, 4.0];  roots: [0.8408964152537146, -0.8408964152537146]
    equation: [-21.0, 0.0, -20.0, 0.0, 14.0];  roots: [0.6848508089628756, -0.6848508089628756]
    equation: [-8.0, 25.0, 63.0];  roots: [-1.6494162893823994, 4.774416289382399]
    equation: [32.0, 18.0, -69.0];  roots: [1.2138592142382107, -1.7763592142382107]
    equation: [4.0, 21.0, 6.0];  roots: [-0.3032280473741613, -4.946771952625839]
    equation: [26.0, 38.0, 0.0];  roots: [0.0, -1.4615384615384615]
    equation: [-16.0, -64.0, 17.0];  roots: [-4.25, 0.25]
    equation: [30.0, 0.0, 1.0, 0.0, -28.0];  roots: [0.9744582440390744, -0.9744582440390744]
    equation: [-44.0, 0.0, 38.0, 0.0, 66.0];  roots: [1.3154689667450317, -1.3154689667450317]
    equation: [-39.0, 0.0, 51.0];  roots: [-1.143543749793731, 1.143543749793731]
    equation: [-12.0, 0.0, -4.0, 0.0, 23.0];  roots: [1.108046348710254, -1.108046348710254]
    equation: [28.0, 0.0, -15.0, 0.0, -36.0];  roots: [1.1970625469456073, -1.1970625469456073]
    equation: [-4.0, 0.0, -48.0, 0.0, 66.0];  roots: [1.1161041049537983, -1.1161041049537983]
    equation: [0.0, 0.0, -18.0, 0.0, 38.0];  roots: [-1.4529663145135578, 1.4529663145135578]
    equation: [21.0, -18.0, 0.0];  roots: [0.8571428571428571, 0.0]
    equation: [-2.0, 24.0, 45.0];  roots: [-1.6485292703891776, 13.648529270389178]
    equation: [72.0, 0.0, -69.0, 0.0, -72.0];  roots: [1.260174702907341, -1.260174702907341]
    equation: [52.0, 0.0, -30.0];  roots: [0.7595545253127499, -0.7595545253127499]
    equation: [68.0, -32.0, -28.0];  roots: [0.9187617669777794, -0.44817353168366175]
    equation: [48.0, -16.0, -19.0];  roots: [0.8175208063255545, -0.48418747299222115]
    equation: [0.0, 0.0, 92.0, 0.0, -40.0];  roots: [0.659380473395787, -0.659380473395787]
    equation: [-12.0, 54.0, 0.0];  roots: [-0.0, 4.5]
    equation: [16.0, 38.0, 15.0];  roots: [-0.5, -1.875]
    equation: [-21.0, -72.0, 16.0];  roots: [-3.6380009406403957, 0.20942951206896712]
    equation: [11.0, 12.0, -25.0];  roots: [1.0577447353225815, -2.1486538262316723]
    equation: [18.0, -15.0, 0.0];  roots: [0.8333333333333334, 0.0]
    equation: [28.0, 0.0, -20.0, 0.0, -24.0];  roots: [1.161662724270991, -1.161662724270991]
    equation: [3.0, 0.0, -38.0, 0.0, -42.0];  roots: [3.6999133544230425, -3.6999133544230425]
    equation: [0.0, 0.0, -20.0, 0.0, 51.0];  roots: [-1.5968719422671311, 1.5968719422671311]
    equation: [12.0, 0.0, 15.0, 0.0, -7.0];  roots: [0.6015756590215822, -0.6015756590215822]
    equation: [0.0, 0.0, -33.0, 0.0, 40.0];  roots: [-1.1009637651263606, 1.1009637651263606]
    equation: [36.0, 0.0, -72.0, 0.0, -6.0];  roots: [1.4422633080456022, -1.4422633080456022]
    equation: [0.0, 0.0, -7.0, 0.0, 4.0];  roots: [-0.7559289460184545, 0.7559289460184545]
    equation: [0.0, 0.0, 18.0, 0.0, -20.0];  roots: [1.0540925533894598, -1.0540925533894598]
    equation: [63.0, 52.0, 6.0];  roots: [-0.13868767457726877, -0.6867091508195567]
    equation: [-28.0, 52.0, 0.0];  roots: [-0.0, 1.8571428571428572]
    equation: [51.0, 0.0, -69.0, 0.0, -64.0];  roots: [1.4089362404699683, -1.4089362404699683]
    equation: [-3.0, -72.0, 32.0];  roots: [-24.43650540411842, 0.43650540411842087]
    equation: [6.0, 26.0, 0.0];  roots: [0.0, -4.333333333333333]
    equation: [-24.0, 0.0, 36.0, 0.0, 18.0];  roots: [1.3768238535625972, -1.3768238535625972]
    equation: [36.0, 42.0, -69.0];  roots: [0.9189796981099955, -2.0856463647766623]
    equation: [-28.0, 4.0, 26.0];  roots: [-0.8948392327477631, 1.037696375604906]
    equation: [-12.0, 0.0, 0.0, 0.0, 10.0];  roots: [0.9554427922043668, -0.9554427922043668]
    equation: [0.0, 0.0, -21.0, 0.0, 44.0];  roots: [-1.4474937289114918, 1.4474937289114918]
    equation: [-80.0, 0.0, 40.0, 0.0, 56.0];  roots: [1.0598171822671347, -1.0598171822671347]
    equation: [12.0, -36.0, 0.0];  roots: [3.0, 0.0]
    equation: [42.0, 0.0, 0.0, 0.0, -6.0];  roots: [0.6147881529512644, -0.6147881529512644]
    equation: [-28.0, 0.0, -48.0, 0.0, 12.0];  roots: [0.47053684162283493, -0.47053684162283493]
    equation: [69.0, -51.0, -100.0];  roots: [1.628872095092019, -0.8897416603094103]
    equation: [-5.0, -36.0, -38.0];  roots: [-5.915167380558045, -1.2848326194419548]
    equation: [28.0, 0.0, 45.0, 0.0, -42.0];  roots: [0.8131780921973379, -0.8131780921973379]
    equation: [-36.0, -10.0, 0.0];  roots: [-0.2777777777777778, -0.0]
    equation: [46.0, 16.0, -16.0];  roots: [0.4409624184230848, -0.7887885053796065]
    equation: [-20.0, 0.0, -42.0, 0.0, 9.0];  roots: [0.4427116210782264, -0.4427116210782264]
    equation: [-21.0, 0.0, 0.0, 0.0, 52.0];  roots: [1.2544287883091993, -1.2544287883091993]
    equation: [75.0, 24.0, 0.0];  roots: [0.0, -0.32]
    equation: [48.0, 30.0, -12.0];  roots: [0.27712382075353775, -0.9021238207535377]
    equation: [12.0, 6.0, -2.0];  roots: [0.22871355387816905, -0.728713553878169]
    equation: [30.0, 8.0, 0.0];  roots: [0.0, -0.26666666666666666]
    equation: [44.0, 6.0, -42.0];  roots: [0.9112027921097837, -1.04756642847342]
    equation: [0.0, 0.0, -48.0, 0.0, 4.0];  roots: [-0.28867513459481287, 0.28867513459481287]
    equation: [14.0, 0.0, -50.0, 0.0, -48.0];  roots: [2.087614602683753, -2.087614602683753]
    equation: [-40.0, 0.0, 23.0, 0.0, 63.0];  roots: [1.2549900398011133, -1.2549900398011133]
    equation: [16.0, 0.0, -16.0, 0.0, -63.0];  roots: [1.5957249741005224, -1.5957249741005224]
    equation: [42.0, 21.0, -56.0];  roots: [0.9314539065631522, -1.4314539065631522]
    equation: [0.0, 0.0, -51.0, 0.0, 39.0];  roots: [-0.8744746321952062, 0.8744746321952062]
    equation: [69.0, 0.0, -12.0, 0.0, -96.0];  roots: [1.1268065884241738, -1.1268065884241738]
    equation: [-3.0, -15.0, 0.0];  roots: [-5.0, -0.0]
    equation: [16.0, 0.0, -13.0];  roots: [0.9013878188659973, -0.9013878188659973]
    equation: [-19.0, 0.0, 6.0, 0.0, 16.0];  roots: [1.0435719533096066, -1.0435719533096066]
    equation: [-9.0, 16.0, 75.0];  roots: [-2.1316171597929303, 3.909394937570708]
    equation: [8.0, -44.0, 1.0];  roots: [5.477178028658928, 0.022821971341071556]
    equation: [-6.0, -22.0, 24.0];  roots: [-4.546470099349951, 0.8798034326832843]
    equation: [30.0, 0.0, 0.0, 0.0, -34.0];  roots: [1.0317854887740736, -1.0317854887740736]
    equation: [21.0, 0.0, 28.0, 0.0, -36.0];  roots: [0.8958767251794407, -0.8958767251794407]
    equation: [-72.0, -76.0, -1.0];  roots: [-1.0422294215958925, -0.013326133959662891]
    equation: [0.0, 0.0, -5.0, 0.0, 1.0];  roots: [-0.447213595499958, 0.447213595499958]
    equation: [-24.0, -9.0, 16.0];  roots: [-1.0252487192867958, 0.6502487192867958]
    equation: [6.0, 11.0, -18.0];  roots: [1.0429960027174745, -2.8763293360508073]
    equation: [14.0, -42.0, 12.0];  roots: [2.680193688704165, 0.3198063112958354]
    equation: [-4.0, -20.0, 44.0];  roots: [-6.653311931459037, 1.6533119314590374]
    equation: [0.0, 0.0, 88.0, 0.0, -33.0];  roots: [0.6123724356957946, -0.6123724356957946]
    equation: [-100.0, 4.0, 0.0];  roots: [-0.0, 0.04]
    equation: [-4.0, -44.0, -63.0];  roots: [-9.307886552931954, -1.6921134470680457]
    equation: [20.0, -12.0, 0.0];  roots: [0.6, 0.0]
    equation: [-28.0, 0.0, 0.0, 0.0, 9.0];  roots: [0.7529586373193689, -0.7529586373193689]
    equation: [24.0, 0.0, -36.0];  roots: [1.2247448713915892, -1.2247448713915892]
    equation: [-15.0, -20.0, 0.0];  roots: [-1.3333333333333333, -0.0]
    equation: [32.0, 51.0, -32.0];  roots: [0.48180000391029787, -2.0755500039102976]
    equation: [-15.0, 0.0, 0.0, 0.0, 13.0];  roots: [0.9648571584702385, -0.9648571584702385]
    equation: [21.0, 0.0, -57.0, 0.0, -60.0];  roots: [1.8774599446171765, -1.8774599446171765]
    equation: [-17.0, 0.0, 0.0, 0.0, 21.0];  roots: [1.054247532817802, -1.054247532817802]
    equation: [-27.0, 0.0, 1.0];  roots: [-0.19245008972987526, 0.19245008972987526]
    equation: [26.0, 16.0, -42.0];  roots: [1.0, -1.6153846153846154]
    equation: [-56.0, 0.0, 21.0, 0.0, 12.0];  roots: [0.8288194330092782, -0.8288194330092782]
    equation: [0.0, 0.0, 48.0, 0.0, -21.0];  roots: [0.6614378277661477, -0.6614378277661477]
    equation: [54.0, 0.0, -44.0, 0.0, -33.0];  roots: [1.1353129845965273, -1.1353129845965273]
    equation: [6.0, 0.0, 48.0, 0.0, -22.0];  roots: [0.659326599809753, -0.659326599809753]
    equation: [6.0, 0.0, 27.0, 0.0, -54.0];  roots: [1.224744871391589, -1.224744871391589]
    equation: [60.0, 0.0, 16.0, 0.0, -4.0];  roots: [0.3965601210023245, -0.3965601210023245]
    equation: [8.0, 0.0, 28.0, 0.0, -96.0];  roots: [1.4598094649867859, -1.4598094649867859]
Equations with three roots
    equation: [16.0, 0.0, -12.0, 0.0, 0.0];  roots: [0.8660254037844386, -0.8660254037844386, 0.0]
    equation: [-32.0, 0.0, 18.0, 0.0, 0.0];  roots: [-0.0, 0.75, -0.75]
    equation: [-50.0, 0.0, 22.0, 0.0, 0.0];  roots: [-0.0, 0.6633249580710799, -0.6633249580710799]
    equation: [-24.0, 0.0, 38.0, 0.0, 0.0];  roots: [-0.0, 1.2583057392117916, -1.2583057392117916]
    equation: [72.0, 0.0, -1.0, 0.0, 0.0];  roots: [0.11785113019775792, -0.11785113019775792, 0.0]
    equation: [-48.0, 0.0, 48.0, 0.0, 0.0];  roots: [-0.0, 1.0, -1.0]
    equation: [-21.0, 0.0, 45.0, 0.0, 0.0];  roots: [-0.0, 1.4638501094227998, -1.4638501094227998]
    equation: [14.0, 0.0, -9.0, 0.0, 0.0];  roots: [0.8017837257372732, -0.8017837257372732, 0.0]
    equation: [30.0, 0.0, -24.0, 0.0, 0.0];  roots: [0.8944271909999159, -0.8944271909999159, 0.0]
    equation: [42.0, 0.0, -30.0, 0.0, 0.0];  roots: [0.8451542547285166, -0.8451542547285166, 0.0]
    equation: [32.0, 0.0, -18.0, 0.0, 0.0];  roots: [0.75, -0.75, 0.0]
    equation: [-18.0, 0.0, 12.0, 0.0, 0.0];  roots: [-0.0, 0.816496580927726, -0.816496580927726]
    equation: [-12.0, 0.0, 10.0, 0.0, 0.0];  roots: [-0.0, 0.9128709291752769, -0.9128709291752769]
    equation: [24.0, 0.0, -1.0, 0.0, 0.0];  roots: [0.2041241452319315, -0.2041241452319315, 0.0]
    equation: [-18.0, 0.0, 68.0, 0.0, 0.0];  roots: [-0.0, 1.9436506316151, -1.9436506316151]
    equation: [4.0, 0.0, -52.0, 0.0, 0.0];  roots: [3.605551275463989, -3.605551275463989, 0.0]
    equation: [9.0, 0.0, -3.0, 0.0, 0.0];  roots: [0.5773502691896257, -0.5773502691896257, 0.0]
    equation: [-10.0, 0.0, 96.0, 0.0, 0.0];  roots: [-0.0, 3.0983866769659336, -3.0983866769659336]
    equation: [40.0, 0.0, -27.0, 0.0, 0.0];  roots: [0.8215838362577492, -0.8215838362577492, 0.0]
    equation: [6.0, 0.0, -12.0, 0.0, 0.0];  roots: [1.4142135623730951, -1.4142135623730951, 0.0]
    equation: [7.0, 0.0, -3.0, 0.0, 0.0];  roots: [0.6546536707079771, -0.6546536707079771, 0.0]
    equation: [8.0, 0.0, -48.0, 0.0, 0.0];  roots: [2.449489742783178, -2.449489742783178, 0.0]
    equation: [39.0, 0.0, -9.0, 0.0, 0.0];  roots: [0.4803844614152614, -0.4803844614152614, 0.0]
    equation: [-44.0, 0.0, 16.0, 0.0, 0.0];  roots: [-0.0, 0.6030226891555273, -0.6030226891555273]
    equation: [-15.0, 0.0, 9.0, 0.0, 0.0];  roots: [-0.0, 0.7745966692414834, -0.7745966692414834]
    equation: [16.0, 0.0, -26.0, 0.0, 0.0];  roots: [1.2747548783981961, -1.2747548783981961, 0.0]
    equation: [15.0, 0.0, -24.0, 0.0, 0.0];  roots: [1.2649110640673518, -1.2649110640673518, 0.0]
    equation: [6.0, 0.0, -18.0, 0.0, 0.0];  roots: [1.7320508075688772, -1.7320508075688772, 0.0]
    equation: [26.0, 0.0, -23.0, 0.0, 0.0];  roots: [0.9405399431259602, -0.9405399431259602, 0.0]
    equation: [-42.0, 0.0, 18.0, 0.0, 0.0];  roots: [-0.0, 0.6546536707079771, -0.6546536707079771]
    equation: [44.0, 0.0, -16.0, 0.0, 0.0];  roots: [0.6030226891555273, -0.6030226891555273, 0.0]
    equation: [42.0, 0.0, -40.0, 0.0, 0.0];  roots: [0.9759000729485332, -0.9759000729485332, 0.0]
    equation: [12.0, 0.0, -24.0, 0.0, 0.0];  roots: [1.4142135623730951, -1.4142135623730951, 0.0]
    equation: [25.0, 0.0, -16.0, 0.0, 0.0];  roots: [0.8, -0.8, 0.0]
    equation: [-10.0, 0.0, 38.0, 0.0, 0.0];  roots: [-0.0, 1.9493588689617927, -1.9493588689617927]
    equation: [4.0, 0.0, -24.0, 0.0, 0.0];  roots: [2.449489742783178, -2.449489742783178, 0.0]
Equations with four roots
    equation: [1.0, 0.0, -3.0, 0.0, 2.0];  roots: [1.4142135623730951, -1.4142135623730951, 1.0, -1.0]
    equation: [-30.0, 0.0, 66.0, 0.0, -16.0];  roots: [0.5266901252632287, -0.5266901252632287, 1.3865776256489228, -1.3865776256489228]
    equation: [5.0, 0.0, -68.0, 0.0, 1.0];  roots: [3.6858212356915727, -3.6858212356915727, 0.1213335012478041, -0.1213335012478041]
    equation: [-4.0, 0.0, 76.0, 0.0, -12.0];  roots: [0.3990352789732973, -0.3990352789732973, 4.340595678721378, -4.340595678721378]
    equation: [-22.0, 0.0, 66.0, 0.0, -2.0];  roots: [0.17497275755629296, -0.17497275755629296, 1.723190219944724, -1.723190219944724]
    equation: [-4.0, 0.0, 68.0, 0.0, -64.0];  roots: [1.0, -1.0, 4.0, -4.0]
    equation: [12.0, 0.0, -72.0, 0.0, 39.0];  roots: [2.3233415077548027, -2.3233415077548027, 0.7759408729688365, -0.7759408729688365]
    equation: [-2.0, 0.0, 19.0, 0.0, -16.0];  roots: [0.9663930977514084, -0.9663930977514084, 2.9267873822022734, -2.9267873822022734]
    equation: [-8.0, 0.0, 57.0, 0.0, -2.0];  roots: [0.18778241429746373, -0.18778241429746373, 2.6626561484503806, -2.6626561484503806]
    equation: [-1.0, 0.0, 18.0, 0.0, -14.0];  roots: [0.9025781008464308, -0.9025781008464308, 4.145522014399688, -4.145522014399688]
    equation: [14.0, 0.0, -80.0, 0.0, 48.0];  roots: [2.243452257180177, -2.243452257180177, 0.8253530662927734, -0.8253530662927734]
    equation: [2.0, 0.0, -72.0, 0.0, 14.0];  roots: [5.983685638029863, -5.983685638029863, 0.44216081377157646, -0.44216081377157646]
    equation: [12.0, 0.0, -60.0, 0.0, 45.0];  roots: [2.0201828704560856, -2.0201828704560856, 0.9585724646138185, -0.9585724646138185]
    equation: [8.0, 0.0, -42.0, 0.0, 23.0];  roots: [2.151488424959608, -2.151488424959608, 0.7880974287896295, -0.7880974287896295]
    equation: [15.0, 0.0, -64.0, 0.0, 28.0];  roots: [1.9421021506757226, -1.9421021506757226, 0.7034954889744489, -0.7034954889744489]
    equation: [-42.0, 0.0, 72.0, 0.0, -2.0];  roots: [0.1680567951716647, -0.1680567951716647, 1.2984770417232425, -1.2984770417232425]
    equation: [-16.0, 0.0, 92.0, 0.0, -56.0];  roots: [0.8318466507887001, -0.8318466507887001, 2.249006702873876, -2.249006702873876]
    equation: [16.0, 0.0, -96.0, 0.0, 18.0];  roots: [2.4096147078071333, -2.4096147078071333, 0.44017832740781765, -0.44017832740781765]
    equation: [-20.0, 0.0, 92.0, 0.0, -39.0];  roots: [0.6873378439677924, -0.6873378439677924, 2.0316413778641413, -2.0316413778641413]
    equation: [-1.0, 0.0, 12.0, 0.0, -6.0];  roots: [0.7230314135280284, -0.7230314135280284, 3.387805421663361, -3.387805421663361]
    equation: [-4.0, 0.0, 24.0, 0.0, -20.0];  roots: [1.0, -1.0, 2.23606797749979, -2.23606797749979]
    equation: [-6.0, 0.0, 76.0, 0.0, -48.0];  roots: [0.816496580927726, -0.816496580927726, 3.4641016151377544, -3.4641016151377544]
    equation: [4.0, 0.0, -68.0, 0.0, 15.0];  roots: [4.095909261522211, -4.095909261522211, 0.4727867609996877, -0.4727867609996877]
Equations with infinitely many roots
    equation: [0.0, 0.0, 0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0, 0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0, 0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0, 0.0];  roots: infinitely many
    equation: [0.0, 0.0];  roots: infinitely many
